folder,examples,preprocess_time,fft_time,postprocess_time,baseline_time,RRE,RTE
7-scenes-redkitchen,30 31,0:00:00.068506,0:00:14.575149,0:00:00.005916,0:00:14.659135,4.807704488580813,0.10627763016985907
7-scenes-redkitchen,30 32,0:00:00.068984,0:00:15.001377,0:00:00.005816,0:00:15.086495,9.96941102472401,0.20791828932612774
7-scenes-redkitchen,30 40,0:00:00.073397,0:00:21.216887,0:00:00.005890,0:00:21.309067,9.484324309023457,0.46560310900074536
7-scenes-redkitchen,30 41,0:00:00.078250,0:00:23.488623,0:00:00.005851,0:00:23.582945,13.354799981130663,0.5334715468825714
7-scenes-redkitchen,30 42,0:00:00.070673,0:00:15.439873,0:00:00.005816,0:00:15.530252,10.328584012263288,0.3108611700509352
7-scenes-redkitchen,31 32,0:00:00.069386,0:00:15.759803,0:00:00.005763,0:00:15.847634,4.0472484449797514,0.04234550014479087
7-scenes-redkitchen,31 33,0:00:00.073622,0:00:18.726838,0:00:00.005779,0:00:18.816929,97.10542064479799,1.9840886275659528
7-scenes-redkitchen,32 33,0:00:00.072218,0:00:18.086647,0:00:00.005783,0:00:18.174340,24.998417849459553,0.27543301542029713
7-scenes-redkitchen,33 34,0:00:00.076453,0:00:20.332063,0:00:00.005783,0:00:20.424360,7.349121574524149,0.10062570897407103
7-scenes-redkitchen,35 36,0:00:00.122083,0:00:23.676996,0:00:00.005578,0:00:23.814781,5.221135945938091,0.08304443083782294
7-scenes-redkitchen,35 37,0:00:00.112765,0:00:23.842587,0:00:00.005973,0:00:23.970861,6.604954671328826,0.22198158966777237
7-scenes-redkitchen,35 53,0:00:00.081126,0:00:12.908453,0:00:00.005900,0:00:13.005156,6.0204155103287595,0.048769922320393885
7-scenes-redkitchen,35 54,0:00:00.110080,0:00:22.899119,0:00:00.005709,0:00:23.024710,7.17290383088955,0.14162526392728592
7-scenes-redkitchen,35 55,0:00:00.099050,0:00:19.694818,0:00:00.005773,0:00:19.812350,3.4765715754279465,0.13814424255448973
7-scenes-redkitchen,35 56,0:00:00.100397,0:00:18.201044,0:00:00.005836,0:00:18.317021,4.805466705486662,0.07348198052931057
7-scenes-redkitchen,35 57,0:00:00.085370,0:00:18.187705,0:00:00.005823,0:00:18.288680,3.788252509827152,0.08193150224126079
7-scenes-redkitchen,35 58,0:00:00.086447,0:00:16.629616,0:00:00.005828,0:00:16.735086,2.538313450444196,0.11459217984732055
7-scenes-redkitchen,35 59,0:00:00.097313,0:00:18.085418,0:00:00.005868,0:00:18.198240,7.073590369707649,0.2262908279701498
7-scenes-redkitchen,36 37,0:00:00.114996,0:00:23.980305,0:00:00.005892,0:00:24.114008,4.4385372517364825,0.03894310790311364
7-scenes-redkitchen,36 38,0:00:00.099692,0:00:20.193317,0:00:00.005800,0:00:20.312350,4.585895204361143,0.0726306521741582
7-scenes-redkitchen,36 39,0:00:00.111358,0:00:22.642741,0:00:00.005679,0:00:22.769524,6.594193853153789,0.32531578604158073
7-scenes-redkitchen,36 53,0:00:00.081607,0:00:13.982524,0:00:00.005785,0:00:14.083477,5.458100237083446,0.053183016390023256
7-scenes-redkitchen,36 54,0:00:00.112163,0:00:24.360099,0:00:00.005805,0:00:24.490705,2.2285101542437182,0.10296092718099294
7-scenes-redkitchen,36 55,0:00:00.104049,0:00:19.898190,0:00:00.005880,0:00:20.020987,4.901081908820754,0.21859090551773105
7-scenes-redkitchen,36 56,0:00:00.100260,0:00:19.064771,0:00:00.005854,0:00:19.183732,1.687090540749928,0.06617835266028231
7-scenes-redkitchen,36 58,0:00:00.089892,0:00:18.072405,0:00:00.005802,0:00:18.181166,6.0704587582097105,0.08062656159538172
7-scenes-redkitchen,36 59,0:00:00.096895,0:00:19.427233,0:00:00.005825,0:00:19.542940,2.3084441153185393,0.0545083920004929
7-scenes-redkitchen,37 38,0:00:00.094803,0:00:21.368796,0:00:00.005869,0:00:21.482276,2.186910021901071,0.10952895167158824
7-scenes-redkitchen,37 39,0:00:00.107139,0:00:23.391709,0:00:00.005809,0:00:23.514648,3.121033016447399,0.06144894485627843
7-scenes-redkitchen,37 54,0:00:00.108463,0:00:24.461154,0:00:00.005611,0:00:24.584856,5.406334075299102,0.08225515572869455
7-scenes-redkitchen,37 55,0:00:00.099296,0:00:20.519099,0:00:00.005754,0:00:20.633690,7.5020911226657905,0.21841298217414798
7-scenes-redkitchen,37 58,0:00:00.086646,0:00:19.267147,0:00:00.005828,0:00:19.373026,4.378019537220608,0.06732421968998693
7-scenes-redkitchen,37 59,0:00:00.093530,0:00:20.782225,0:00:00.005731,0:00:20.894248,4.920383902402911,0.1726423281721682
7-scenes-redkitchen,38 39,0:00:00.089586,0:00:22.429901,0:00:00.005881,0:00:22.535078,2.766895477885308,0.07143514417808271
7-scenes-redkitchen,38 54,0:00:00.097716,0:00:24.200171,0:00:00.006102,0:00:24.317083,3.7376876765257148,0.13540807919630793
7-scenes-redkitchen,38 58,0:00:00.073508,0:00:17.673352,0:00:00.005841,0:00:17.765805,10.307698532400789,0.30529821195773427
7-scenes-redkitchen,38 59,0:00:00.077269,0:00:19.084929,0:00:00.005934,0:00:19.177916,3.572406196878697,0.08220478826679645
7-scenes-redkitchen,39 59,0:00:00.103716,0:00:19.450412,0:00:00.005780,0:00:19.573135,6.554066953794082,0.1495842243817
7-scenes-redkitchen,40 41,0:00:00.102025,0:00:24.042557,0:00:00.005782,0:00:24.163342,4.007031529623245,0.1406280440356806
7-scenes-redkitchen,40 42,0:00:00.086442,0:00:16.016805,0:00:00.006064,0:00:16.122404,4.486936558553254,0.14033711996826115
7-scenes-redkitchen,40 43,0:00:00.076862,0:00:13.638392,0:00:00.005879,0:00:13.734094,7.252509508056348,0.12095911478499405
7-scenes-redkitchen,41 42,0:00:00.091762,0:00:15.582429,0:00:00.005874,0:00:15.692724,3.9680457104395632,0.13206321568211118
7-scenes-redkitchen,41 43,0:00:00.092179,0:00:13.183735,0:00:00.005821,0:00:13.291206,2.294558512144924,0.05564473321739399
7-scenes-redkitchen,41 44,0:00:00.077865,0:00:11.616951,0:00:00.006060,0:00:11.713667,2.2058728385008317,0.10677575951255436
7-scenes-redkitchen,42 43,0:00:00.058087,0:00:12.677997,0:00:00.005936,0:00:12.751246,4.279762329146598,0.11186328616166667
7-scenes-redkitchen,42 44,0:00:00.059315,0:00:11.457206,0:00:00.005998,0:00:11.536515,4.038069950799932,0.029049277390433285
7-scenes-redkitchen,42 45,0:00:00.069386,0:00:11.059006,0:00:00.006089,0:00:11.144069,1.9616995170078708,0.019008592950748023
7-scenes-redkitchen,43 44,0:00:00.052559,0:00:11.342487,0:00:00.005927,0:00:11.416939,3.5921828155937825,0.12271047172700528
7-scenes-redkitchen,43 45,0:00:00.048623,0:00:10.865394,0:00:00.005878,0:00:10.929022,4.189129882871882,0.14647077937230704
7-scenes-redkitchen,44 45,0:00:00.044188,0:00:10.953826,0:00:00.005924,0:00:11.021808,1.2257296724601219,0.04760166233589279
7-scenes-redkitchen,44 46,0:00:00.066237,0:00:10.761802,0:00:00.005865,0:00:10.846454,5.0988366501202895,0.10060927660613334
7-scenes-redkitchen,45 46,0:00:00.065960,0:00:11.022057,0:00:00.005827,0:00:11.103209,5.457709064254401,0.0906888325584191
7-scenes-redkitchen,45 47,0:00:00.068627,0:00:10.418889,0:00:00.005866,0:00:10.507280,18.192418647246,0.839956235598041
7-scenes-redkitchen,46 47,0:00:00.033482,0:00:10.615694,0:00:00.005868,0:00:10.664677,4.935134973526149,0.09550819650058956
7-scenes-redkitchen,46 48,0:00:00.065802,0:00:11.140471,0:00:00.005794,0:00:11.221912,6.689744516126332,0.0942214397416906
7-scenes-redkitchen,46 49,0:00:00.071013,0:00:10.774449,0:00:00.005741,0:00:10.860562,7.150828220704833,1.1269411860283487
7-scenes-redkitchen,46 50,0:00:00.034127,0:00:10.036166,0:00:00.004940,0:00:10.084769,3.2131434708804316,0.08096410426845253
7-scenes-redkitchen,46 51,0:00:00.067152,0:00:09.030063,0:00:00.005820,0:00:09.112448,3.0925107543074923,0.05687518062156232
7-scenes-redkitchen,46 52,0:00:00.031004,0:00:09.942598,0:00:00.005835,0:00:10.001304,4.637973722467779,1.090583555654094
7-scenes-redkitchen,47 48,0:00:00.065866,0:00:11.287354,0:00:00.005737,0:00:11.368611,2.748134792922152,0.06472476838625552
7-scenes-redkitchen,47 49,0:00:00.030951,0:00:10.933639,0:00:00.005801,0:00:10.980162,2.120893919588261,0.0515997170572475
7-scenes-redkitchen,47 50,0:00:00.065847,0:00:10.092813,0:00:00.005780,0:00:10.174286,2.8593893157607577,0.05949844877812476
7-scenes-redkitchen,47 51,0:00:00.064964,0:00:09.035768,0:00:00.005852,0:00:09.115957,5.819226717157211,0.11821585625612639
7-scenes-redkitchen,47 52,0:00:00.028870,0:00:09.941835,0:00:00.005700,0:00:09.985847,5.95185146914054,0.08969323945597737
7-scenes-redkitchen,47 53,0:00:00.074190,0:00:12.292450,0:00:00.005800,0:00:12.382065,7.709969337396555,0.09020126491968869
7-scenes-redkitchen,48 49,0:00:00.029196,0:00:11.218004,0:00:00.005904,0:00:11.263138,7.20928073669816,0.03672395302070724
7-scenes-redkitchen,48 50,0:00:00.065067,0:00:10.286052,0:00:00.005817,0:00:10.366499,2.969533239417644,0.047911025812361854
7-scenes-redkitchen,48 51,0:00:00.065958,0:00:09.344442,0:00:00.005849,0:00:09.425774,6.860343087229992,0.11145318836906917
7-scenes-redkitchen,48 52,0:00:00.029647,0:00:10.152766,0:00:00.005773,0:00:10.197814,7.558730970229248,0.13324999879192698
7-scenes-redkitchen,48 53,0:00:00.065845,0:00:12.348163,0:00:00.005737,0:00:12.429918,5.225702282864208,0.10031027549139118
7-scenes-redkitchen,48 54,0:00:00.067952,0:00:23.490068,0:00:00.005847,0:00:23.573418,59.79366117853846,2.5981155759017787
7-scenes-redkitchen,49 50,0:00:00.066422,0:00:10.469968,0:00:00.005848,0:00:10.553968,4.343118946270647,0.04497117510673954
7-scenes-redkitchen,49 52,0:00:00.066350,0:00:10.138153,0:00:00.005861,0:00:10.219856,2.9652704509088563,0.04541668625102374
7-scenes-redkitchen,49 53,0:00:00.066070,0:00:12.377683,0:00:00.005842,0:00:12.459100,0.6667100958718069,0.10898039622130565
7-scenes-redkitchen,49 54,0:00:00.068215,0:00:23.438729,0:00:00.005672,0:00:23.522007,3.4275777467312927,0.12011112299314544
7-scenes-redkitchen,50 51,0:00:00.019328,0:00:09.901753,0:00:00.005761,0:00:09.944546,6.064301007657276,0.06645357328740036
7-scenes-redkitchen,50 52,0:00:00.064997,0:00:10.098205,0:00:00.005860,0:00:10.182576,2.4786981587903982,0.08289584633897525
7-scenes-redkitchen,50 53,0:00:00.033003,0:00:12.309283,0:00:00.005821,0:00:12.369454,3.8150378349748917,0.11351586948820656
7-scenes-redkitchen,50 54,0:00:00.064537,0:00:23.325158,0:00:00.005776,0:00:23.404778,7.3247076144774566,0.20728213251449396
7-scenes-redkitchen,51 52,0:00:00.020831,0:00:10.710775,0:00:00.005780,0:00:10.756081,4.414812853845847,0.06296356624221318
7-scenes-redkitchen,51 53,0:00:00.066419,0:00:12.254742,0:00:00.005900,0:00:12.341882,2.5394192810436427,0.04219056592291479
7-scenes-redkitchen,52 53,0:00:00.041329,0:00:11.918548,0:00:00.005899,0:00:11.976866,5.349147695175164,0.1567075101500603
7-scenes-redkitchen,52 54,0:00:00.068410,0:00:23.272868,0:00:00.005815,0:00:23.359823,5.430879419682983,0.10287422237542233
7-scenes-redkitchen,53 54,0:00:00.072134,0:00:23.616740,0:00:00.005826,0:00:23.707641,5.615632089907879,0.1046490524522422
7-scenes-redkitchen,53 55,0:00:00.069433,0:00:19.228084,0:00:00.005916,0:00:19.313030,8.109176217496646,0.09705923205983871
7-scenes-redkitchen,53 58,0:00:00.066186,0:00:15.117418,0:00:00.005771,0:00:15.199004,4.661176168278173,0.21613447120394108
7-scenes-redkitchen,53 59,0:00:00.068012,0:00:17.060026,0:00:00.005883,0:00:17.143640,5.383937334215989,0.2752697680396577
7-scenes-redkitchen,54 55,0:00:00.100149,0:00:19.769719,0:00:00.005747,0:00:19.888736,2.342243270078747,0.032931407445443615
7-scenes-redkitchen,54 56,0:00:00.111295,0:00:18.341545,0:00:00.005845,0:00:18.472732,1.6955147723903445,0.10499048338600327
7-scenes-redkitchen,54 57,0:00:00.084213,0:00:18.547306,0:00:00.005842,0:00:18.650424,7.406087541216942,0.1313592533058688
7-scenes-redkitchen,54 58,0:00:00.086569,0:00:17.012558,0:00:00.005773,0:00:17.117859,4.685133901635334,0.17157401328817104
7-scenes-redkitchen,54 59,0:00:00.092171,0:00:18.350855,0:00:00.005854,0:00:18.462599,2.488226869815866,0.10727690293815394
7-scenes-redkitchen,55 56,0:00:00.081199,0:00:18.310040,0:00:00.005870,0:00:18.410085,1.766276424581604,0.06890113985091238
7-scenes-redkitchen,55 57,0:00:00.072363,0:00:18.340966,0:00:00.006220,0:00:18.429139,3.3045655138113745,0.13292521841254967
7-scenes-redkitchen,55 58,0:00:00.074003,0:00:16.697096,0:00:00.005800,0:00:16.791439,6.021312208113972,0.2694717053219896
7-scenes-redkitchen,55 59,0:00:00.080474,0:00:18.391927,0:00:00.005841,0:00:18.487599,1.2270226046111499,0.03781398020876726
7-scenes-redkitchen,56 57,0:00:00.070536,0:00:18.030700,0:00:00.005842,0:00:18.117030,6.304943491072219,0.19003791513979237
7-scenes-redkitchen,56 58,0:00:00.070827,0:00:16.673041,0:00:00.005707,0:00:16.762563,0.7963745051152971,0.04610710703695185
7-scenes-redkitchen,56 59,0:00:00.073985,0:00:18.136507,0:00:00.005835,0:00:18.225864,3.4315025945066053,0.13808939758297206
7-scenes-redkitchen,57 58,0:00:00.068261,0:00:17.658552,0:00:00.005926,0:00:17.746824,6.63269422662914,0.20760184830832457
7-scenes-redkitchen,57 59,0:00:00.065259,0:00:19.087949,0:00:00.005782,0:00:19.172326,1.5500816455815178,0.03309538576585791
7-scenes-redkitchen,58 59,0:00:00.067629,0:00:17.839180,0:00:00.005762,0:00:17.925734,2.2348891204255694,0.1593249919627293
sun3d-mit_76_studyroom-76-1studyroom2,0 1,0:00:00.069587,0:00:16.180314,0:00:00.005790,0:00:16.265450,2.5226000568266675,0.10336999792878405
sun3d-mit_76_studyroom-76-1studyroom2,0 2,0:00:00.084689,0:00:21.763110,0:00:00.005747,0:00:21.866434,6.237146533739647,0.2863271878217313
sun3d-mit_76_studyroom-76-1studyroom2,0 5,0:00:00.103924,0:00:28.008161,0:00:00.005873,0:00:28.130976,40.56366023991591,0.7992845986938075
sun3d-mit_76_studyroom-76-1studyroom2,0 6,0:00:00.084612,0:00:22.246301,0:00:00.005831,0:00:22.349920,11.787443964936987,0.5101307559478742
sun3d-mit_76_studyroom-76-1studyroom2,0 7,0:00:00.102847,0:00:28.870113,0:00:00.005888,0:00:28.988286,11.465654262322811,0.6562025368475596
sun3d-mit_76_studyroom-76-1studyroom2,0 34,0:00:00.087772,0:00:22.588226,0:00:00.005830,0:00:22.691670,34.28203118163082,0.9168383144487086
sun3d-mit_76_studyroom-76-1studyroom2,0 35,0:00:00.078465,0:00:18.688082,0:00:00.005825,0:00:18.782198,2.750084401624166,0.0688852230837257
sun3d-mit_76_studyroom-76-1studyroom2,0 36,0:00:00.078258,0:00:18.328618,0:00:00.005941,0:00:18.422481,5.975344107792542,0.22157292909207313
sun3d-mit_76_studyroom-76-1studyroom2,0 37,0:00:00.100068,0:00:27.029172,0:00:00.005790,0:00:27.145371,5.3902074886867215,0.1978704243420578
sun3d-mit_76_studyroom-76-1studyroom2,0 38,0:00:00.146434,0:00:44.024897,0:00:00.005840,0:00:44.190117,7.254945814878356,0.37683632636241154
sun3d-mit_76_studyroom-76-1studyroom2,0 46,0:00:00.138587,0:00:41.474393,0:00:00.005857,0:00:41.628603,2.036569794284068,0.10140441364050834
sun3d-mit_76_studyroom-76-1studyroom2,0 47,0:00:00.128257,0:00:35.587370,0:00:00.005836,0:00:35.736778,2.7309610181242125,0.0711045590813492
sun3d-mit_76_studyroom-76-1studyroom2,0 48,0:00:00.100368,0:00:28.002540,0:00:00.005688,0:00:28.121770,5.849560335142366,0.14520791476535294
sun3d-mit_76_studyroom-76-1studyroom2,0 49,0:00:00.093818,0:00:21.254327,0:00:00.005671,0:00:21.364215,4.580350746102531,0.15208080252326864
sun3d-mit_76_studyroom-76-1studyroom2,1 2,0:00:00.083699,0:00:21.588430,0:00:00.005948,0:00:21.687916,4.024438881962892,0.15342666754000986
sun3d-mit_76_studyroom-76-1studyroom2,1 3,0:00:00.104337,0:00:27.242830,0:00:00.005836,0:00:27.362457,6.56938575641167,0.5938926288711606
sun3d-mit_76_studyroom-76-1studyroom2,1 5,0:00:00.098551,0:00:27.846994,0:00:00.005748,0:00:27.961010,6.429366005834356,0.09242733919330133
sun3d-mit_76_studyroom-76-1studyroom2,1 6,0:00:00.085497,0:00:22.129822,0:00:00.005838,0:00:22.230897,2.805630505226644,0.1279696442148708
sun3d-mit_76_studyroom-76-1studyroom2,1 7,0:00:00.103287,0:00:28.726196,0:00:00.005838,0:00:28.848618,10.96911648659704,0.36760936933693145
sun3d-mit_76_studyroom-76-1studyroom2,1 34,0:00:00.082000,0:00:22.550532,0:00:00.005962,0:00:22.653501,43.263821178855736,1.2094108388230245
sun3d-mit_76_studyroom-76-1studyroom2,1 35,0:00:00.088319,0:00:18.556701,0:00:00.005895,0:00:18.664003,5.211603211224164,0.16194334060702553
sun3d-mit_76_studyroom-76-1studyroom2,1 36,0:00:00.075608,0:00:18.209403,0:00:00.005834,0:00:18.300657,3.241005777633408,0.19583174440257858
sun3d-mit_76_studyroom-76-1studyroom2,1 37,0:00:00.097632,0:00:26.964596,0:00:00.005771,0:00:27.080925,1.4895706063207375,0.06214882485605217
sun3d-mit_76_studyroom-76-1studyroom2,1 38,0:00:00.143451,0:00:42.687177,0:00:00.005665,0:00:42.845884,6.49558820117567,0.23409403585613794
sun3d-mit_76_studyroom-76-1studyroom2,1 45,0:00:00.142053,0:00:42.847617,0:00:00.005803,0:00:43.008495,95.63502510809712,1.9156809870462734
sun3d-mit_76_studyroom-76-1studyroom2,1 46,0:00:00.137663,0:00:41.371672,0:00:00.005836,0:00:41.524930,2.7515285794343205,0.1065039712668725
sun3d-mit_76_studyroom-76-1studyroom2,1 47,0:00:00.120347,0:00:35.508111,0:00:00.004371,0:00:35.642347,1.994562556153018,0.13370002725429175
sun3d-mit_76_studyroom-76-1studyroom2,1 48,0:00:00.106181,0:00:27.895163,0:00:00.005845,0:00:28.018250,7.2475767328303995,0.27801992934471326
sun3d-mit_76_studyroom-76-1studyroom2,1 49,0:00:00.082436,0:00:21.211101,0:00:00.005862,0:00:21.309567,4.059633336883718,0.1290635135890583
sun3d-mit_76_studyroom-76-1studyroom2,2 3,0:00:00.112974,0:00:27.798906,0:00:00.005896,0:00:27.927733,19.404266038269178,0.5062997684602522
sun3d-mit_76_studyroom-76-1studyroom2,2 5,0:00:00.114090,0:00:28.373520,0:00:00.005763,0:00:28.503053,5.301543980904883,0.21482292741370082
sun3d-mit_76_studyroom-76-1studyroom2,2 6,0:00:00.099434,0:00:22.554219,0:00:00.005923,0:00:22.672672,5.979289259929194,0.20916399982030903
sun3d-mit_76_studyroom-76-1studyroom2,2 7,0:00:00.119992,0:00:29.188130,0:00:00.006079,0:00:29.327243,6.040113499371046,0.22366915896788533
sun3d-mit_76_studyroom-76-1studyroom2,2 8,0:00:00.101561,0:00:23.116395,0:00:00.005827,0:00:23.233398,2.388801630496413,0.05587512235287504
sun3d-mit_76_studyroom-76-1studyroom2,2 35,0:00:00.093509,0:00:19.634658,0:00:00.005846,0:00:19.747271,6.095765557506478,0.23804661035303698
sun3d-mit_76_studyroom-76-1studyroom2,2 36,0:00:00.087040,0:00:18.598797,0:00:00.005817,0:00:18.704819,19.342786456068676,0.4024541880900473
sun3d-mit_76_studyroom-76-1studyroom2,2 37,0:00:00.114209,0:00:27.499609,0:00:00.005815,0:00:27.629095,6.289972379137591,0.08470320876230707
sun3d-mit_76_studyroom-76-1studyroom2,2 38,0:00:00.161871,0:00:43.022821,0:00:00.005852,0:00:43.203894,8.151666995477362,0.22589156477048147
sun3d-mit_76_studyroom-76-1studyroom2,2 45,0:00:00.160941,0:00:40.866992,0:00:00.005837,0:00:41.044377,8.73911543780103,0.3791788606249512
sun3d-mit_76_studyroom-76-1studyroom2,2 46,0:00:00.160731,0:00:41.690080,0:00:00.005816,0:00:41.869469,3.547708543047066,0.08419820443178228
sun3d-mit_76_studyroom-76-1studyroom2,2 47,0:00:00.141260,0:00:35.942310,0:00:00.005903,0:00:36.102605,7.310821601217723,0.1799677316842107
sun3d-mit_76_studyroom-76-1studyroom2,2 48,0:00:00.114512,0:00:28.360671,0:00:00.005865,0:00:28.490614,8.124984805861741,0.26707090991003535
sun3d-mit_76_studyroom-76-1studyroom2,2 49,0:00:00.096458,0:00:21.677450,0:00:00.005988,0:00:21.790308,7.995713129072504,0.26629631597112086
sun3d-mit_76_studyroom-76-1studyroom2,3 4,0:00:00.112822,0:00:21.438471,0:00:00.005845,0:00:21.566913,9.932913212181099,0.21669923433419314
sun3d-mit_76_studyroom-76-1studyroom2,3 5,0:00:00.134344,0:00:28.407870,0:00:00.005798,0:00:28.561452,3.486192485157748,0.14192458053874518
sun3d-mit_76_studyroom-76-1studyroom2,3 6,0:00:00.113708,0:00:22.479623,0:00:00.005873,0:00:22.612602,14.810325278156258,0.09817048756846121
sun3d-mit_76_studyroom-76-1studyroom2,3 7,0:00:00.131936,0:00:29.155025,0:00:00.005819,0:00:29.302366,2.2166697871214818,1.2123406191463573
sun3d-mit_76_studyroom-76-1studyroom2,3 38,0:00:00.178082,0:00:43.611395,0:00:00.006034,0:00:43.804969,47.13056852215202,0.7762761894401187
sun3d-mit_76_studyroom-76-1studyroom2,3 39,0:00:00.140435,0:00:32.132577,0:00:00.005788,0:00:32.291736,4.552924373192791,0.668505970043489
sun3d-mit_76_studyroom-76-1studyroom2,3 43,0:00:00.141890,0:00:31.677606,0:00:00.005827,0:00:31.838491,8.997221081618942,0.27245066215789443
sun3d-mit_76_studyroom-76-1studyroom2,3 45,0:00:00.174304,0:00:43.273324,0:00:00.005835,0:00:43.463233,2.661278412534461,0.9780153820260014
sun3d-mit_76_studyroom-76-1studyroom2,3 46,0:00:00.167675,0:00:41.668269,0:00:00.005906,0:00:41.851440,14.833169788205575,0.21396068807375299
sun3d-mit_76_studyroom-76-1studyroom2,3 47,0:00:00.156160,0:00:35.809466,0:00:00.005847,0:00:35.981198,25.15845383327424,0.3920109948955606
sun3d-mit_76_studyroom-76-1studyroom2,3 48,0:00:00.137450,0:00:28.226256,0:00:00.005879,0:00:28.382694,26.68418050594454,0.9319947701909873
sun3d-mit_76_studyroom-76-1studyroom2,4 5,0:00:00.116934,0:00:28.331021,0:00:00.005821,0:00:28.463521,3.530846783796945,0.7890422686754839
sun3d-mit_76_studyroom-76-1studyroom2,4 39,0:00:00.123222,0:00:31.849964,0:00:00.005839,0:00:31.988850,7.297811367087166,1.2115048606215828
sun3d-mit_76_studyroom-76-1studyroom2,4 40,0:00:00.091373,0:00:20.368549,0:00:00.005806,0:00:20.475500,3.4395332727734047,0.10045146543982457
sun3d-mit_76_studyroom-76-1studyroom2,4 41,0:00:00.117821,0:00:29.788419,0:00:00.005867,0:00:29.925109,3.9681466568424018,0.1813004878631879
sun3d-mit_76_studyroom-76-1studyroom2,4 42,0:00:00.155567,0:00:42.105944,0:00:00.005852,0:00:42.281267,2.6877845861749328,0.07610460359600518
sun3d-mit_76_studyroom-76-1studyroom2,4 43,0:00:00.125266,0:00:31.755963,0:00:00.005599,0:00:31.899745,1.8158229847873473,0.0466702880880524
sun3d-mit_76_studyroom-76-1studyroom2,4 46,0:00:00.154544,0:00:41.649077,0:00:00.005871,0:00:41.819420,53.413511999124374,0.8492245311015076
sun3d-mit_76_studyroom-76-1studyroom2,4 47,0:00:00.135114,0:00:35.866106,0:00:00.005776,0:00:36.016685,34.85680615326527,0.37097866704414345
sun3d-mit_76_studyroom-76-1studyroom2,4 48,0:00:00.114802,0:00:28.209418,0:00:00.005827,0:00:28.343053,60.52072391871972,1.8009029811204238
sun3d-mit_76_studyroom-76-1studyroom2,5 6,0:00:00.118214,0:00:22.707612,0:00:00.005776,0:00:22.841261,4.797474783373833,0.04367942804006559
sun3d-mit_76_studyroom-76-1studyroom2,5 7,0:00:00.136112,0:00:29.283920,0:00:00.005888,0:00:29.439164,2.4019926399916454,0.06909898579934114
sun3d-mit_76_studyroom-76-1studyroom2,5 38,0:00:00.176482,0:00:42.242030,0:00:00.005682,0:00:42.434216,11.35691882504524,0.29544506997499853
sun3d-mit_76_studyroom-76-1studyroom2,5 39,0:00:00.147535,0:00:32.436170,0:00:00.005936,0:00:32.602915,6.179217283159409,0.8574795992014403
sun3d-mit_76_studyroom-76-1studyroom2,5 43,0:00:00.145238,0:00:31.878429,0:00:00.005845,0:00:32.042493,7.073924291641975,0.24713161445364212
sun3d-mit_76_studyroom-76-1studyroom2,5 45,0:00:00.179837,0:00:40.672465,0:00:00.005743,0:00:40.868016,6.041157031316332,1.0434737386828645
sun3d-mit_76_studyroom-76-1studyroom2,5 46,0:00:00.173504,0:00:39.312413,0:00:00.005909,0:00:39.501474,1.6707434965718633,0.06864356052725543
sun3d-mit_76_studyroom-76-1studyroom2,5 47,0:00:00.156816,0:00:35.993748,0:00:00.005769,0:00:36.169317,74.05400985769279,2.2550944034833043
sun3d-mit_76_studyroom-76-1studyroom2,5 48,0:00:00.134103,0:00:28.530466,0:00:00.005893,0:00:28.683893,88.76832452532985,3.059585857698043
sun3d-mit_76_studyroom-76-1studyroom2,5 49,0:00:00.115265,0:00:21.700957,0:00:00.005940,0:00:21.835126,73.76196891517492,2.140034483173844
sun3d-mit_76_studyroom-76-1studyroom2,6 7,0:00:00.118942,0:00:29.035000,0:00:00.005810,0:00:29.172748,6.332537085217158,0.1830144215493514
sun3d-mit_76_studyroom-76-1studyroom2,6 35,0:00:00.095866,0:00:19.214188,0:00:00.005645,0:00:19.328782,52.471104354569896,0.737235010074937
sun3d-mit_76_studyroom-76-1studyroom2,6 36,0:00:00.092135,0:00:18.612555,0:00:00.005709,0:00:18.720207,46.48438416243677,1.1234801019072593
sun3d-mit_76_studyroom-76-1studyroom2,6 37,0:00:00.128871,0:00:27.305291,0:00:00.005730,0:00:27.452852,31.390092445822688,0.7245846024350466
sun3d-mit_76_studyroom-76-1studyroom2,6 38,0:00:00.165757,0:00:42.014639,0:00:00.005795,0:00:42.199821,20.501796339481714,0.5283846539296803
sun3d-mit_76_studyroom-76-1studyroom2,6 39,0:00:00.130039,0:00:32.129575,0:00:00.005729,0:00:32.274987,4.756284304482341,0.14372580028795923
sun3d-mit_76_studyroom-76-1studyroom2,6 44,0:00:00.132344,0:00:32.481184,0:00:00.006064,0:00:32.632867,6.929763172783035,0.2285073623546265
sun3d-mit_76_studyroom-76-1studyroom2,6 45,0:00:00.155009,0:00:40.690539,0:00:00.005815,0:00:40.864836,4.902467623020812,0.18320451701538304
sun3d-mit_76_studyroom-76-1studyroom2,6 46,0:00:00.157682,0:00:38.967612,0:00:00.005882,0:00:39.140851,0.40074658043539907,0.041844034250315944
sun3d-mit_76_studyroom-76-1studyroom2,6 47,0:00:00.140584,0:00:35.779509,0:00:00.005770,0:00:35.935581,2.5969587173088757,0.04878861133245894
sun3d-mit_76_studyroom-76-1studyroom2,6 48,0:00:00.129014,0:00:28.120524,0:00:00.005794,0:00:28.268357,8.406399928460262,0.6326175719989793
