folder,examples,time,RRE,RTE
7-scenes-redkitchen,19 20,0:00:03.897171,0.15884344887251192,0.08720012247152995
7-scenes-redkitchen,19 21,0:00:09.541791,2.036609465273409,0.16952440055267656
7-scenes-redkitchen,19 24,0:00:04.479501,1.7115577256698724,0.08423440256888881
7-scenes-redkitchen,19 25,0:00:02.038070,1.0101068352418061,0.03961644782534041
7-scenes-redkitchen,19 26,0:00:02.731366,1.1287806083156744,0.04006134071992408
7-scenes-redkitchen,19 36,0:00:03.144504,1.0879440873719368,0.05281560783585369
7-scenes-redkitchen,19 37,0:00:03.294736,1.1927799261923806,0.00841485953387886
7-scenes-redkitchen,19 38,0:00:05.448044,1.5765612108313696,0.1362261844197434
7-scenes-redkitchen,19 39,0:00:03.602530,1.2431107549348135,0.06747678020189572
7-scenes-redkitchen,19 54,0:00:02.968995,0.7658924403600772,0.3368567367751103
7-scenes-redkitchen,19 59,0:00:03.051166,1.276310676457298,0.010176403929990663
7-scenes-redkitchen,20 21,0:00:02.818666,0.855568527811155,0.019382178930123835
7-scenes-redkitchen,20 35,0:00:02.652140,1.4968476295737188,0.04298434599322038
7-scenes-redkitchen,20 36,0:00:01.864100,1.4054130754354488,0.024994105178089844
7-scenes-redkitchen,20 39,0:00:03.524873,1.8196076523365394,0.04186804558478205
7-scenes-redkitchen,21 22,0:00:01.769776,0.764824751887909,0.03161987432820413
7-scenes-redkitchen,21 23,0:00:01.677095,1.1867047500033463,0.030394975387201068
7-scenes-redkitchen,21 24,0:00:03.472463,1.5895729097333737,0.02723948022222131
7-scenes-redkitchen,21 35,0:00:02.300438,1.6853889958076531,0.04131825174250598
7-scenes-redkitchen,21 39,0:00:10.117283,1.3781709714431178,0.03502312112241815
7-scenes-redkitchen,22 23,0:00:04.722368,0.6587246021744371,0.019068977217666212
7-scenes-redkitchen,22 24,0:00:01.934639,1.2894452063233666,0.02694087515180541
7-scenes-redkitchen,22 35,0:00:02.874557,1.6206953492006488,0.0468434409559366
7-scenes-redkitchen,22 36,0:00:02.615284,4.363939645216818,0.1812928562062805
7-scenes-redkitchen,22 54,0:00:03.079530,2.3153152941801554,0.09353429966383459
7-scenes-redkitchen,22 55,0:00:02.052114,2.1280490989783476,0.08901718665447302
7-scenes-redkitchen,23 24,0:00:05.127705,0.8448969517180173,0.06319286238665374
7-scenes-redkitchen,23 35,0:00:01.624266,1.925230204850439,0.0731770313563165
7-scenes-redkitchen,23 36,0:00:01.992488,2.0572314422806315,0.06198469676831925
7-scenes-redkitchen,23 54,0:00:04.637381,1.341107546403319,0.06830402611153301
7-scenes-redkitchen,23 55,0:00:04.033728,2.5341028129064624,0.11657407741397136
7-scenes-redkitchen,24 25,0:00:02.173653,0.5613518932072359,0.02003471535297338
7-scenes-redkitchen,24 35,0:00:02.217002,1.0568591749590235,0.03709548592068199
7-scenes-redkitchen,24 36,0:00:04.679774,1.3689810261008062,0.01585090415499426
7-scenes-redkitchen,24 37,0:00:05.504858,1.326048901305535,0.027334852611848967
7-scenes-redkitchen,24 54,0:00:03.311064,0.0,0.040184175837065496
7-scenes-redkitchen,24 55,0:00:02.172140,1.8020778098484234,0.07708814643814534
7-scenes-redkitchen,24 59,0:00:02.678229,1.1050950853906785,0.05137606037051359
7-scenes-redkitchen,25 26,0:00:02.860827,1.1857275867645167,0.039279066948922255
7-scenes-redkitchen,25 35,0:00:02.086806,179.27408504672488,4.035641732854698
7-scenes-redkitchen,25 36,0:00:05.620260,1.1766861984249262,0.05370155298487953
7-scenes-redkitchen,25 37,0:00:02.132806,1.2475696495589559,0.07597813883483681
7-scenes-redkitchen,25 38,0:00:02.072418,1.5995391993463233,0.07837636546025653
7-scenes-redkitchen,25 39,0:00:02.465126,1.3555276057505945,0.06583597337320482
7-scenes-redkitchen,25 53,0:00:01.996991,1.6600412710678583,0.0023206540337618203
7-scenes-redkitchen,25 54,0:00:04.183804,0.18764234312344974,0.02440849456980908
7-scenes-redkitchen,25 59,0:00:05.305915,1.1845275220625935,0.06746794119816404
7-scenes-redkitchen,26 27,0:00:01.897300,0.7421565134105134,0.03436177722711278
7-scenes-redkitchen,26 36,0:00:02.910849,1.148560416080996,0.6137049220524142
7-scenes-redkitchen,26 37,0:00:07.018466,1.0249752827821021,0.12824137904230343
7-scenes-redkitchen,26 38,0:00:26.128733,1.2579345309707028,0.6345930890138571
7-scenes-redkitchen,26 39,0:00:04.935258,1.2535705550564695,0.1570647023788019
7-scenes-redkitchen,27 28,0:00:04.175299,0.7696477314864661,0.02506329833789536
7-scenes-redkitchen,27 29,0:00:02.074464,2.45922323781707,0.09367953136911862
7-scenes-redkitchen,28 29,0:00:01.452004,1.186240700624615,0.0377685659680533
7-scenes-redkitchen,28 30,0:00:03.110378,2.641617817925236,0.09000131675782813
7-scenes-redkitchen,28 31,0:00:04.785489,1.1570673404545286,0.4334531112125485
7-scenes-redkitchen,28 40,0:00:02.450869,1.7719186875901445,0.08641646344207465
7-scenes-redkitchen,28 41,0:00:02.180027,2.3349490631322394,0.10994338223812151
7-scenes-redkitchen,29 30,0:00:01.561604,1.777287696635691,0.05635974439480252
7-scenes-redkitchen,29 31,0:00:02.153792,1.7976529841306035,0.025580547226985544
7-scenes-redkitchen,29 40,0:00:01.708448,2.242398439736401,0.12083559841438406
7-scenes-redkitchen,29 41,0:00:03.028588,5.927140089045124,0.21653134470677665
7-scenes-redkitchen,29 42,0:00:01.394840,0.0,0.028721119648647753
7-scenes-redkitchen,29 43,0:00:00.627679,0.0,0.035472495021349186
7-scenes-redkitchen,30 31,0:00:00.934886,1.2044159746672245,0.019597727633802364
7-scenes-redkitchen,30 32,0:00:04.494338,2.8241542066797245,0.21730066522767102
7-scenes-redkitchen,30 40,0:00:54.073978,1.5893621255916452,0.0848249366911512
7-scenes-redkitchen,30 41,0:00:02.316078,1.4520764306374314,0.07208671646010449
7-scenes-redkitchen,30 42,0:00:02.849231,1.804656985002663,0.020962568443211208
7-scenes-redkitchen,31 32,0:00:01.931985,0.9396635701134205,0.017925476183227002
7-scenes-redkitchen,31 33,0:00:09.600935,93.79638554776456,1.796198911384985
7-scenes-redkitchen,32 33,0:00:06.368416,23.814532931873128,0.27229776321317706
7-scenes-redkitchen,33 34,0:00:05.347065,8.100348933765819,0.06175686328647601
7-scenes-redkitchen,35 36,0:00:06.404295,0.3566202846876005,0.008237433719599572
7-scenes-redkitchen,35 37,0:00:04.653059,1.0156392404778998,0.022674533139378637
7-scenes-redkitchen,35 53,0:00:00.859301,0.0,0.017719412466059504
7-scenes-redkitchen,35 54,0:00:03.450796,0.0,0.010123265574426195
7-scenes-redkitchen,35 55,0:00:01.969695,1.2349905460333477,0.04419393707889429
7-scenes-redkitchen,35 56,0:00:03.787758,4.6400259928750245,0.14272339937685097
7-scenes-redkitchen,35 57,0:00:03.246636,1.6509731015109905,0.05348773525967216
7-scenes-redkitchen,35 58,0:00:02.258409,0.4795246668074428,0.060730600085962975
7-scenes-redkitchen,35 59,0:00:02.445046,1.2902311393467563,0.06502849775692887
7-scenes-redkitchen,36 37,0:00:05.114267,0.5560967733855107,0.009147893791556432
7-scenes-redkitchen,36 38,0:00:03.719040,0.9244504226569771,0.020578818168798245
7-scenes-redkitchen,36 39,0:00:02.130190,0.8451578687310753,0.026857478431315238
7-scenes-redkitchen,36 53,0:00:01.127717,0.0,0.015083431762949875
7-scenes-redkitchen,36 54,0:00:08.949866,0.0,0.010618007777453671
7-scenes-redkitchen,36 55,0:00:04.357107,1.9373858444594507,0.1099479688211928
7-scenes-redkitchen,36 56,0:00:05.041397,2.523552126310228,0.14325397547047503
7-scenes-redkitchen,36 58,0:00:01.941315,0.0,0.007093522868367856
7-scenes-redkitchen,36 59,0:00:03.446491,0.24608691279647893,0.03442802802960715
7-scenes-redkitchen,37 38,0:00:03.534028,0.49663924651862246,0.01326348658669776
7-scenes-redkitchen,37 39,0:00:05.527880,0.5977634635659274,0.026956585765205175
7-scenes-redkitchen,37 54,0:00:05.462466,0.0,0.018187150812403338
7-scenes-redkitchen,37 55,0:00:04.018361,0.0,0.055425125881588155
7-scenes-redkitchen,37 58,0:00:02.698092,0.0,0.011024844242046255
7-scenes-redkitchen,37 59,0:00:02.440440,0.0,0.03957248594436926
7-scenes-redkitchen,38 39,0:00:02.612448,0.41897056586617676,0.0174688596267362
7-scenes-redkitchen,38 54,0:00:02.929487,0.0,0.01765038395935332
7-scenes-redkitchen,38 58,0:00:02.359593,0.0,0.33474143997965583
7-scenes-redkitchen,38 59,0:00:03.382913,0.0,0.038304216119032376
7-scenes-redkitchen,39 59,0:00:03.399404,0.0,0.005715515588269252
7-scenes-redkitchen,40 41,0:00:02.187258,1.096598629992724,0.033521826817072796
7-scenes-redkitchen,40 42,0:00:01.389814,2.259592411320934,0.06107304709041812
7-scenes-redkitchen,40 43,0:00:01.598409,2.3083770437111477,0.055722445913167364
7-scenes-redkitchen,41 42,0:00:01.824094,0.6274776846379292,0.01840691494475164
7-scenes-redkitchen,41 43,0:00:02.351309,0.639011569622957,0.023398689584992853
7-scenes-redkitchen,41 44,0:00:01.456538,1.40859463895997,0.050513763348775616
7-scenes-redkitchen,42 43,0:00:00.887421,0.3173128252297852,0.012002132276192989
7-scenes-redkitchen,42 44,0:00:01.340627,1.2494568384252178,0.036884081638524024
7-scenes-redkitchen,42 45,0:00:00.896192,2.446771206905119,0.049017741629596066
7-scenes-redkitchen,43 44,0:00:01.214171,0.7527994264479566,0.021525859844761484
7-scenes-redkitchen,43 45,0:00:00.777418,1.7597841927243438,0.03711739982454723
7-scenes-redkitchen,44 45,0:00:01.533127,0.879132469226553,0.03362343629574204
7-scenes-redkitchen,44 46,0:00:00.535520,1.0834175353723599,0.013121211328642884
7-scenes-redkitchen,45 46,0:00:00.475379,0.30262735650314504,0.006661366615529621
7-scenes-redkitchen,45 47,0:00:02.317391,11.215860879476352,0.8699204608953749
7-scenes-redkitchen,46 47,0:00:00.551486,0.7900450493005886,0.017881013501585184
7-scenes-redkitchen,46 48,0:00:00.486614,0.4230452792512128,0.02447483920144197
7-scenes-redkitchen,46 49,0:00:00.777294,2.0224285028722733,1.0635286477209398
7-scenes-redkitchen,46 50,0:00:00.484933,2.0395206206861376,0.046512363817350834
7-scenes-redkitchen,46 51,0:00:00.402279,2.349983468897904,0.04896544750610869
7-scenes-redkitchen,46 52,0:00:00.716410,2.800147046119976,1.10600256411406
7-scenes-redkitchen,47 48,0:00:00.366343,0.5463128448850152,0.0069288602071256875
7-scenes-redkitchen,47 49,0:00:00.449907,1.407059778950461,0.015155426018742438
7-scenes-redkitchen,47 50,0:00:00.371724,2.2125406970339685,0.029526691069784804
7-scenes-redkitchen,47 51,0:00:00.239532,2.8021976709506298,0.04200906973595548
7-scenes-redkitchen,47 52,0:00:00.615458,2.298654512425244,0.0263177609238932
7-scenes-redkitchen,47 53,0:00:00.606524,2.5357769920115034,0.03734344312155169
7-scenes-redkitchen,48 49,0:00:00.391750,0.7312999484046572,0.013345740227733681
7-scenes-redkitchen,48 50,0:00:00.475318,2.011799000439206,0.02115313652615907
7-scenes-redkitchen,48 51,0:00:00.307020,2.4333817471173824,0.034791225252767004
7-scenes-redkitchen,48 52,0:00:00.437559,2.464655190123174,0.018077966498665256
7-scenes-redkitchen,48 53,0:00:00.797340,1.991409809435281,0.03492329978982819
7-scenes-redkitchen,48 54,0:00:27.132012,64.0439322174072,2.576242444083374
7-scenes-redkitchen,49 50,0:00:00.419830,1.7037874061395697,0.02201559884390831
7-scenes-redkitchen,49 52,0:00:00.417515,1.7586628496135708,0.015340861857929235
7-scenes-redkitchen,49 53,0:00:02.458262,1.8801902946169864,0.02749696916706894
7-scenes-redkitchen,49 54,0:00:01.284538,0.8498669346796109,0.10683924086954943
7-scenes-redkitchen,50 51,0:00:00.226164,0.6683562264283209,0.0126355824585937
7-scenes-redkitchen,50 52,0:00:00.263092,0.5830151620483949,0.003984268486252234
7-scenes-redkitchen,50 53,0:00:00.502585,1.4200231685883424,0.03512158546359557
7-scenes-redkitchen,50 54,0:00:11.149565,19.547092079677736,0.851368900277856
7-scenes-redkitchen,51 52,0:00:00.262635,0.7644421744509811,0.012557739551823177
7-scenes-redkitchen,51 53,0:00:00.554981,2.54625290509255,0.04915591474316041
7-scenes-redkitchen,52 53,0:00:00.906420,0.9919470737189954,0.027768734840278447
7-scenes-redkitchen,52 54,0:00:02.219936,1.6837505089680158,0.09990216279628879
7-scenes-redkitchen,53 54,0:00:01.522493,0.8227955888573021,0.010958359502391565
7-scenes-redkitchen,53 55,0:00:01.162988,2.2295132776069093,0.07429308466202494
7-scenes-redkitchen,53 58,0:00:01.539575,1.211090822899841,0.20120421779628628
7-scenes-redkitchen,53 59,0:00:01.141576,2.4032496704932114,0.05253606338428
7-scenes-redkitchen,54 55,0:00:06.588994,1.8825454042540648,0.07736297918567824
7-scenes-redkitchen,54 56,0:00:03.738065,1.7576962819466362,0.06955548486717808
7-scenes-redkitchen,54 57,0:00:02.960744,3.4607542201031087,0.08208018691262622
7-scenes-redkitchen,54 58,0:00:04.006221,0.9063288200619047,0.05721272594338551
7-scenes-redkitchen,54 59,0:00:02.410589,0.9809230943371623,0.017141854879494104
7-scenes-redkitchen,55 56,0:00:04.654123,0.3032175664122353,0.006686473122565735
7-scenes-redkitchen,55 57,0:00:07.260028,2.2022625358678907,0.032544719733710835
7-scenes-redkitchen,55 58,0:00:02.225204,1.6940769088251417,0.07023428845584152
7-scenes-redkitchen,55 59,0:00:04.897515,2.8283607249441594,0.13266176876801822
7-scenes-redkitchen,56 57,0:00:05.976480,1.860221321552024,0.03289244868601596
7-scenes-redkitchen,56 58,0:00:02.601081,0.8717173298903172,0.017681744181183
7-scenes-redkitchen,56 59,0:00:02.928396,2.9318355141071772,0.13116397145280223
7-scenes-redkitchen,57 58,0:00:03.089248,3.2395313246153106,0.062112241598940784
7-scenes-redkitchen,57 59,0:00:07.708862,0.768398092071433,0.007010325578473398
7-scenes-redkitchen,58 59,0:00:06.888259,1.3499160281943023,0.09333904657034607
sun3d-mit_76_studyroom-76-1studyroom2,0 1,0:00:07.081517,2.6978669535948505,0.11130474899956638
sun3d-mit_76_studyroom-76-1studyroom2,0 2,0:00:07.928177,7.622376754245024,0.287665202237081
sun3d-mit_76_studyroom-76-1studyroom2,0 5,0:01:04.308753,19.68201033842866,1.6244738953274909
sun3d-mit_76_studyroom-76-1studyroom2,0 6,0:00:04.290490,8.045855275230368,0.3322019091003492
sun3d-mit_76_studyroom-76-1studyroom2,0 7,0:00:19.935714,8.557526802625139,0.4248807255677159
sun3d-mit_76_studyroom-76-1studyroom2,0 34,0:00:14.225719,39.85734738852601,1.0584999083258237
sun3d-mit_76_studyroom-76-1studyroom2,0 35,0:00:02.286918,1.4629703704711237,0.023969710596949002
sun3d-mit_76_studyroom-76-1studyroom2,0 36,0:00:03.941100,3.137928488376434,0.13285442360346866
sun3d-mit_76_studyroom-76-1studyroom2,0 37,0:00:01.540487,3.7404620940473867,0.11592014186857176
sun3d-mit_76_studyroom-76-1studyroom2,0 38,0:00:16.106443,6.849031702164485,0.43207126921790157
sun3d-mit_76_studyroom-76-1studyroom2,0 46,0:00:03.219008,3.6764926471783697,0.10620381332591283
sun3d-mit_76_studyroom-76-1studyroom2,0 47,0:00:03.966215,2.9204331840690094,0.08735209006236895
sun3d-mit_76_studyroom-76-1studyroom2,0 48,0:00:02.439641,4.572797999145175,0.16725265767601752
sun3d-mit_76_studyroom-76-1studyroom2,0 49,0:00:02.362547,5.511977729904463,0.18636067512087806
sun3d-mit_76_studyroom-76-1studyroom2,1 2,0:00:03.741286,4.375131718977705,0.16111803360292776
sun3d-mit_76_studyroom-76-1studyroom2,1 3,0:00:09.903500,4.518467695960815,0.5595731603798592
sun3d-mit_76_studyroom-76-1studyroom2,1 5,0:00:03.231440,3.522659753394789,0.12455383521889025
sun3d-mit_76_studyroom-76-1studyroom2,1 6,0:00:04.376315,4.793682058166575,0.18729741990384238
sun3d-mit_76_studyroom-76-1studyroom2,1 7,0:00:03.403966,5.134344625335575,0.17162565067977967
sun3d-mit_76_studyroom-76-1studyroom2,1 34,0:00:08.963091,42.75703861970137,1.1912214047572494
sun3d-mit_76_studyroom-76-1studyroom2,1 35,0:00:03.294010,1.6456652213119214,0.08303257302995751
sun3d-mit_76_studyroom-76-1studyroom2,1 36,0:00:07.978786,1.0601620257739592,0.026782174256557777
sun3d-mit_76_studyroom-76-1studyroom2,1 37,0:00:01.644059,1.243210818995375,0.029462349232368516
sun3d-mit_76_studyroom-76-1studyroom2,1 38,0:00:04.702110,3.0798919103803395,0.08758496792290052
sun3d-mit_76_studyroom-76-1studyroom2,1 45,0:00:19.125169,91.60095170770754,1.8341323735241506
sun3d-mit_76_studyroom-76-1studyroom2,1 46,0:00:05.323159,1.6252826687162447,0.04708384763279497
sun3d-mit_76_studyroom-76-1studyroom2,1 47,0:00:45.918391,1.264876236860681,0.2987609326346318
sun3d-mit_76_studyroom-76-1studyroom2,1 48,0:00:01.816361,1.9805216002662753,0.06402293333017302
sun3d-mit_76_studyroom-76-1studyroom2,1 49,0:00:02.590792,2.8851854788912594,0.09595831807295571
sun3d-mit_76_studyroom-76-1studyroom2,2 3,0:00:09.317589,16.60978795100425,0.4331567682719632
sun3d-mit_76_studyroom-76-1studyroom2,2 5,0:00:04.129622,0.9055873590760009,0.02540428137821481
sun3d-mit_76_studyroom-76-1studyroom2,2 6,0:00:18.365644,2.1712037765446306,0.0724824514295405
sun3d-mit_76_studyroom-76-1studyroom2,2 7,0:00:08.945460,1.8694051876387827,0.06258499442719939
sun3d-mit_76_studyroom-76-1studyroom2,2 8,0:00:03.682611,1.6531671210417496,0.05719034357481843
sun3d-mit_76_studyroom-76-1studyroom2,2 35,0:00:04.904524,5.761212395174936,0.18896759799235993
sun3d-mit_76_studyroom-76-1studyroom2,2 36,0:00:03.840359,18.461962537683636,0.39452898259066477
sun3d-mit_76_studyroom-76-1studyroom2,2 37,0:00:17.161009,4.392802970286937,0.1517283088751553
sun3d-mit_76_studyroom-76-1studyroom2,2 38,0:00:12.812313,8.888278484871261,0.2539178105731439
sun3d-mit_76_studyroom-76-1studyroom2,2 45,0:00:09.750504,2.660563713175506,0.11292608148152483
sun3d-mit_76_studyroom-76-1studyroom2,2 46,0:00:12.751169,0.42689184586249507,0.03263228240227446
sun3d-mit_76_studyroom-76-1studyroom2,2 47,0:00:36.621747,2.0073318140712697,0.04499109194380776
sun3d-mit_76_studyroom-76-1studyroom2,2 48,0:00:10.646658,1.7661450565606596,0.06490317367718032
sun3d-mit_76_studyroom-76-1studyroom2,2 49,0:00:13.082412,2.750974129917139,0.09216922119486855
sun3d-mit_76_studyroom-76-1studyroom2,3 4,0:00:10.635767,10.113137805298246,0.21991603450799338
sun3d-mit_76_studyroom-76-1studyroom2,3 5,0:00:15.437791,2.6717983834498606,0.11887562919012677
sun3d-mit_76_studyroom-76-1studyroom2,3 6,0:00:08.205158,13.790352548586041,0.09354749032032823
sun3d-mit_76_studyroom-76-1studyroom2,3 7,0:00:19.811504,0.607772825611549,1.0965793677398918
sun3d-mit_76_studyroom-76-1studyroom2,3 38,0:00:58.870473,47.04763164135473,0.788038849819219
sun3d-mit_76_studyroom-76-1studyroom2,3 39,0:00:13.351003,2.2789725101829332,0.7446626039134112
sun3d-mit_76_studyroom-76-1studyroom2,3 43,0:00:04.967261,1.2527191939703226,0.08485278577788623
sun3d-mit_76_studyroom-76-1studyroom2,3 45,0:00:37.765144,2.0363244422183935,0.9941692431004197
sun3d-mit_76_studyroom-76-1studyroom2,3 46,0:00:13.042486,14.496848737594606,0.20852041603707383
sun3d-mit_76_studyroom-76-1studyroom2,3 47,0:00:29.770327,25.932015528638722,0.3754933204783814
sun3d-mit_76_studyroom-76-1studyroom2,3 48,0:00:16.957964,26.3365511241258,0.8556560974606529
sun3d-mit_76_studyroom-76-1studyroom2,4 5,0:00:30.351667,1.0293378675933482,0.6170399177904016
sun3d-mit_76_studyroom-76-1studyroom2,4 39,0:00:04.521036,1.7044645050779457,1.3209344036706772
sun3d-mit_76_studyroom-76-1studyroom2,4 40,0:00:02.873870,1.519288371733296,0.06740548755258118
sun3d-mit_76_studyroom-76-1studyroom2,4 41,0:00:02.293113,0.862619281360447,0.02754135043359697
sun3d-mit_76_studyroom-76-1studyroom2,4 42,0:00:03.387821,2.721553700149332,0.10385156351800301
sun3d-mit_76_studyroom-76-1studyroom2,4 43,0:00:03.143694,0.13623823841825977,0.03410045420931628
sun3d-mit_76_studyroom-76-1studyroom2,4 46,0:00:20.817657,53.907263329445755,0.84114856512545
sun3d-mit_76_studyroom-76-1studyroom2,4 47,0:00:13.996211,34.06295602944126,0.2982198378972259
sun3d-mit_76_studyroom-76-1studyroom2,4 48,0:00:23.715300,62.452820162605946,2.008941186256519
sun3d-mit_76_studyroom-76-1studyroom2,5 6,0:00:10.131440,1.3831376665733022,0.07038932133763219
sun3d-mit_76_studyroom-76-1studyroom2,5 7,0:00:11.441457,0.7185613782127562,0.04970796099032252
sun3d-mit_76_studyroom-76-1studyroom2,5 38,0:00:48.289107,2.2343160848099055,0.4003567010023666
sun3d-mit_76_studyroom-76-1studyroom2,5 39,0:00:20.626486,2.8803459313533213,1.075130843614875
sun3d-mit_76_studyroom-76-1studyroom2,5 43,0:00:05.386842,2.612367760936028,0.10524795840901861
sun3d-mit_76_studyroom-76-1studyroom2,5 45,0:00:25.682187,1.5712795238824109,1.0080290542739552
sun3d-mit_76_studyroom-76-1studyroom2,5 46,0:00:13.319118,1.969040360458315,0.05983536666626272
sun3d-mit_76_studyroom-76-1studyroom2,5 47,0:00:58.112885,49.179254410069156,1.6234974839472054
sun3d-mit_76_studyroom-76-1studyroom2,5 48,0:00:48.105496,52.156524813107126,1.9933114420186413
sun3d-mit_76_studyroom-76-1studyroom2,5 49,0:00:20.778603,75.04271580183679,2.4508237956197076
sun3d-mit_76_studyroom-76-1studyroom2,6 7,0:00:06.043510,0.2019933233984604,0.007400883584584445
sun3d-mit_76_studyroom-76-1studyroom2,6 35,0:00:42.157004,46.57561020684909,0.6590874531123175
sun3d-mit_76_studyroom-76-1studyroom2,6 36,0:00:08.982992,42.62577128258445,1.0571079172545113
sun3d-mit_76_studyroom-76-1studyroom2,6 37,0:00:57.290592,13.84188158889248,0.2894145686219263
sun3d-mit_76_studyroom-76-1studyroom2,6 38,0:00:46.656793,17.07634608883563,0.4137632492600021
sun3d-mit_76_studyroom-76-1studyroom2,6 39,0:00:03.688148,3.367013399359954,0.12028624746469459
sun3d-mit_76_studyroom-76-1studyroom2,6 44,0:00:05.736125,1.8530326091923714,0.1788966571571438
sun3d-mit_76_studyroom-76-1studyroom2,6 45,0:00:10.123018,1.8853068304205325,0.08763511356283041
sun3d-mit_76_studyroom-76-1studyroom2,6 46,0:00:16.911255,1.5664007798011048,0.06376706819166315
sun3d-mit_76_studyroom-76-1studyroom2,6 47,0:00:13.475528,2.102927352830084,0.035888623363435644
sun3d-mit_76_studyroom-76-1studyroom2,6 48,0:00:04.681095,5.1679757706081295,0.6925465787297269
sun3d-mit_76_studyroom-76-1studyroom2,6 49,0:00:05.589238,1.4612665455944198,0.05250724995570978
sun3d-mit_76_studyroom-76-1studyroom2,7 37,0:00:08.635597,17.644119790502046,0.3501939502681126
sun3d-mit_76_studyroom-76-1studyroom2,7 38,0:00:19.781944,6.287058566962565,0.17127660918269239
sun3d-mit_76_studyroom-76-1studyroom2,7 39,0:00:04.487464,1.95719673029146,0.2299196374380014
sun3d-mit_76_studyroom-76-1studyroom2,7 44,0:00:16.770622,1.920939153958251,0.11101799504300439
sun3d-mit_76_studyroom-76-1studyroom2,7 45,0:00:09.004216,7.455169179360797,0.2638763965594844
sun3d-mit_76_studyroom-76-1studyroom2,7 46,0:00:17.934241,3.748016983775455,0.1242389794487203
sun3d-mit_76_studyroom-76-1studyroom2,7 47,0:01:10.715102,1.0811511895075085,0.02962485912726673
sun3d-mit_76_studyroom-76-1studyroom2,7 48,0:00:31.317354,0.6720822765625751,0.4258002968142959
sun3d-mit_76_studyroom-76-1studyroom2,7 49,0:00:09.808422,1.0409360229520255,0.03675877491898463
sun3d-mit_76_studyroom-76-1studyroom2,8 37,0:00:02.747423,4.890087326337617,0.18513635024847394
sun3d-mit_76_studyroom-76-1studyroom2,8 38,0:00:11.375658,1.9321628979636476,0.042116537926546356
sun3d-mit_76_studyroom-76-1studyroom2,8 39,0:00:03.110532,1.3132021112955026,0.08437675394297492
sun3d-mit_76_studyroom-76-1studyroom2,8 44,0:00:09.342440,2.5794239636235115,0.31175230311627405
sun3d-mit_76_studyroom-76-1studyroom2,8 45,0:00:12.636700,1.6447621564502266,0.03330765144501292
sun3d-mit_76_studyroom-76-1studyroom2,8 46,0:00:25.184215,1.4923867020363928,0.03308017141331143
sun3d-mit_76_studyroom-76-1studyroom2,8 47,0:00:07.184819,2.06882867613585,0.03540956219448014
sun3d-mit_76_studyroom-76-1studyroom2,8 48,0:00:02.947618,108.02662168897339,2.054796673666889
sun3d-mit_76_studyroom-76-1studyroom2,8 49,0:00:04.550048,0.5622647763879297,0.021397177019460867
sun3d-mit_76_studyroom-76-1studyroom2,8 50,0:00:09.650081,3.486144720802572,0.1330519207210669
sun3d-mit_76_studyroom-76-1studyroom2,8 51,0:00:11.873771,8.26027433124365,0.2162723888569976
sun3d-mit_76_studyroom-76-1studyroom2,9 10,0:00:10.892304,1.2885224334727237,0.04983721575730044
sun3d-mit_76_studyroom-76-1studyroom2,9 51,0:00:24.482647,0.3085994412683929,0.023089545134962714
sun3d-mit_76_studyroom-76-1studyroom2,9 52,0:00:39.032613,0.35896432404188355,0.018745492135455392
sun3d-mit_76_studyroom-76-1studyroom2,9 53,0:00:19.928816,0.543447311034493,0.022187627239766555
sun3d-mit_76_studyroom-76-1studyroom2,10 11,0:00:10.774122,0.8803035645364942,0.0383611439494477
sun3d-mit_76_studyroom-76-1studyroom2,10 51,0:00:09.768594,1.2191017791790775,0.6058197008851205
sun3d-mit_76_studyroom-76-1studyroom2,10 52,0:00:15.370594,2.6139912470247535,0.16532222192762192
sun3d-mit_76_studyroom-76-1studyroom2,10 53,0:00:08.841267,0.25389337542540025,0.021934048208922658
sun3d-mit_76_studyroom-76-1studyroom2,10 54,0:00:05.307845,0.49268265574304676,0.017114700957526607
sun3d-mit_76_studyroom-76-1studyroom2,11 12,0:00:23.485420,3.5124796875648117,0.11206858574229009
sun3d-mit_76_studyroom-76-1studyroom2,11 52,0:00:40.029685,2.0780650271159016,0.8890517006391314
sun3d-mit_76_studyroom-76-1studyroom2,11 53,0:00:24.175343,2.1368263356585606,0.07168944491200888
sun3d-mit_76_studyroom-76-1studyroom2,11 54,0:00:14.729158,1.8671883212909812,0.046621490918732494
sun3d-mit_76_studyroom-76-1studyroom2,11 55,0:00:13.082253,2.6630015088713894,0.11155372492846018
sun3d-mit_76_studyroom-76-1studyroom2,12 54,0:00:13.249400,4.801604245004578,0.12708945457126797
sun3d-mit_76_studyroom-76-1studyroom2,12 55,0:00:15.841419,1.0628572868419888,0.03115528101299361
sun3d-mit_76_studyroom-76-1studyroom2,12 56,0:00:01.846781,0.6769029366343526,0.021581111941941285
sun3d-mit_76_studyroom-76-1studyroom2,13 14,0:00:07.366549,21.01683901747339,1.0595027231818661
sun3d-mit_76_studyroom-76-1studyroom2,13 15,0:00:06.475943,43.31352015503567,0.7566135981463171
sun3d-mit_76_studyroom-76-1studyroom2,13 54,0:00:21.424985,178.44298913478008,2.1613999620557998
sun3d-mit_76_studyroom-76-1studyroom2,13 55,0:00:10.293524,1.3340360143475993,0.02856316578735885
